group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
By Month,2021,11,9,Arizona,Total - All Places of Death,85 years and over,240,0,203,129,314,1819
By Month,2021,12,9,Arizona,Total - All Places of Death,65-74 years,558,5,413,356,617,1742
By Month,2021,12,9,Arizona,Total - All Places of Death,75-84 years,537,5,428,337,629,2208
By Month,2021,12,9,Arizona,Total - All Places of Death,85 years and over,288,5,240,152,379,2038
By Month,2022,1,9,Arizona,Total - All Places of Death,65-74 years,535,5,406,318,624,1851
By Month,2022,1,9,Arizona,Total - All Places of Death,75-84 years,579,5,428,324,687,2310
By Month,2022,1,9,Arizona,Total - All Places of Death,85 years and over,365,5,284,197,453,2155
By Month,2022,2,9,Arizona,Total - All Places of Death,65-74 years,352,0,283,215,420,1532
By Month,2022,2,9,Arizona,Total - All Places of Death,75-84 years,418,5,313,222,510,1855
By Month,2022,2,9,Arizona,Total - All Places of Death,85 years and over,284,0,215,149,350,1783
By Month,2022,3,9,Arizona,Total - All Places of Death,65-74 years,116,5,137,77,178,1304
By Month,2022,3,9,Arizona,Total - All Places of Death,75-84 years,146,5,155,71,231,1695
By Month,2022,3,9,Arizona,Total - All Places of Death,85 years and over,99,5,112,37,175,1702
By Month,2022,4,9,Arizona,Total - All Places of Death,65-74 years,29,5,90,14,106,1143
By Month,2022,4,9,Arizona,Total - All Places of Death,75-84 years,41,5,85,18,110,1484
By Month,2022,4,9,Arizona,Total - All Places of Death,85 years and over,33,5,84,19,99,1516
By Month,2022,5,9,Arizona,Total - All Places of Death,65-74 years,33,5,68,11,91,1159
By Month,2022,5,9,Arizona,Total - All Places of Death,75-84 years,30,5,110,13,131,1532
By Month,2022,5,9,Arizona,Total - All Places of Death,85 years and over,38,5,73,14,101,1520
By Month,2022,6,9,Arizona,Total - All Places of Death,65-74 years,40,5,77,20,98,1085
By Month,2022,6,9,Arizona,Total - All Places of Death,75-84 years,57,0,97,20,134,1450
By Month,2022,6,9,Arizona,Total - All Places of Death,85 years and over,93,5,99,40,153,1485
By Month,2022,7,9,Arizona,Total - All Places of Death,65-74 years,53,0,67,24,96,1235
By Month,2022,7,9,Arizona,Total - All Places of Death,75-84 years,81,0,98,32,147,1553
By Month,2022,7,9,Arizona,Total - All Places of Death,85 years and over,75,5,78,27,127,1507
By Month,2022,8,9,Arizona,Total - All Places of Death,65-74 years,41,0,83,17,107,1166
By Month,2022,8,9,Arizona,Total - All Places of Death,75-84 years,56,5,97,20,134,1506
By Month,2022,8,9,Arizona,Total - All Places of Death,85 years and over,65,0,69,18,116,1442
By Month,2022,9,9,Arizona,Total - All Places of Death,65-74 years,31,5,66,15,85,1132
By Month,2022,9,9,Arizona,Total - All Places of Death,75-84 years,47,0,83,14,116,1430
By Month,2022,9,9,Arizona,Total - All Places of Death,85 years and over,53,0,70,15,108,1424
By Month,2022,10,9,Arizona,Total - All Places of Death,65-74 years,25,0,66,14,77,1181
By Month,2022,10,9,Arizona,Total - All Places of Death,75-84 years,28,0,83,13,98,1506
By Month,2022,10,9,Arizona,Total - All Places of Death,85 years and over,47,0,80,20,107,1481
By Month,2022,11,9,Arizona,Total - All Places of Death,65-74 years,58,5,93,27,127,1245
By Month,2022,11,9,Arizona,Total - All Places of Death,75-84 years,86,5,114,33,172,1706
By Month,2022,11,9,Arizona,Total - All Places of Death,85 years and over,105,5,102,45,164,1725
By Month,2022,12,9,Arizona,Total - All Places of Death,65-74 years,96,15,123,41,193,1362
By Month,2022,12,9,Arizona,Total - All Places of Death,75-84 years,154,13,182,66,281,1880
By Month,2022,12,9,Arizona,Total - All Places of Death,85 years and over,194,11,179,84,300,1949
By Month,2023,1,9,Arizona,Total - All Places of Death,65-74 years,60,5,119,32,149,1282
By Month,2023,1,9,Arizona,Total - All Places of Death,75-84 years,69,5,133,35,172,1783
By Month,2023,1,9,Arizona,Total - All Places of Death,85 years and over,89,5,115,37,173,1825
By Month,2023,2,9,Arizona,Total - All Places of Death,65-74 years,22,5,63,5,80,1131
By Month,2023,2,9,Arizona,Total - All Places of Death,75-84 years,46,0,94,20,120,1628
By Month,2023,2,9,Arizona,Total - All Places of Death,85 years and over,45,5,77,20,104,1579
By Month,2023,3,9,Arizona,Total - All Places of Death,65-74 years,35,0,88,15,108,1267
By Month,2023,3,9,Arizona,Total - All Places of Death,75-84 years,45,5,118,24,140,1628
By Month,2023,3,9,Arizona,Total - All Places of Death,85 years and over,56,5,96,23,131,1709
By Month,2023,4,9,Arizona,Total - All Places of Death,65-74 years,18,0,66,5,77,858
By Month,2023,4,9,Arizona,Total - All Places of Death,75-84 years,31,0,92,18,105,1307
By Month,2023,4,9,Arizona,Total - All Places of Death,85 years and over,36,0,65,15,86,1262
By Month,2020,1,6,Arkansas,Total - All Places of Death,65-74 years,0,5,42,0,47,627
By Month,2020,1,6,Arkansas,Total - All Places of Death,75-84 years,0,5,58,0,62,733
By Month,2020,1,6,Arkansas,Total - All Places of Death,85 years and over,0,5,73,0,77,747
By Month,2020,2,6,Arkansas,Total - All Places of Death,65-74 years,0,5,28,0,35,592
By Month,2020,2,6,Arkansas,Total - All Places of Death,75-84 years,0,5,48,0,54,743
By Month,2020,2,6,Arkansas,Total - All Places of Death,85 years and over,0,5,51,0,57,724
By Month,2020,3,6,Arkansas,Total - All Places of Death,65-74 years,5,11,45,0,59,617
By Month,2020,3,6,Arkansas,Total - All Places of Death,75-84 years,5,5,48,5,54,722
By Month,2020,3,6,Arkansas,Total - All Places of Death,85 years and over,5,5,45,5,47,706
By Month,2020,4,6,Arkansas,Total - All Places of Death,65-74 years,5,0,47,5,50,576
By Month,2020,4,6,Arkansas,Total - All Places of Death,75-84 years,17,5,63,5,77,661
By Month,2020,4,6,Arkansas,Total - All Places of Death,85 years and over,21,5,56,5,75,658
By Month,2020,5,6,Arkansas,Total - All Places of Death,65-74 years,19,5,45,12,54,642
By Month,2020,5,6,Arkansas,Total - All Places of Death,75-84 years,22,0,40,5,55,650
By Month,2020,5,6,Arkansas,Total - All Places of Death,85 years and over,20,0,40,5,55,664
By Month,2020,6,6,Arkansas,Total - All Places of Death,65-74 years,23,0,45,16,52,613
By Month,2020,6,6,Arkansas,Total - All Places of Death,75-84 years,37,0,53,14,76,726
By Month,2020,6,6,Arkansas,Total - All Places of Death,85 years and over,52,0,41,15,78,663
By Month,2020,7,6,Arkansas,Total - All Places of Death,65-74 years,62,0,64,27,99,728
By Month,2020,7,6,Arkansas,Total - All Places of Death,75-84 years,71,0,84,39,116,716
By Month,2020,7,6,Arkansas,Total - All Places of Death,85 years and over,68,0,71,27,112,730
By Month,2020,8,6,Arkansas,Total - All Places of Death,65-74 years,93,0,81,35,139,742
By Month,2020,8,6,Arkansas,Total - All Places of Death,75-84 years,115,0,112,57,170,806
By Month,2020,8,6,Arkansas,Total - All Places of Death,85 years and over,113,5,90,49,154,805
By Month,2020,9,6,Arkansas,Total - All Places of Death,65-74 years,73,0,74,34,113,689
By Month,2020,9,6,Arkansas,Total - All Places of Death,75-84 years,127,0,117,72,172,815
By Month,2020,9,6,Arkansas,Total - All Places of Death,85 years and over,152,0,93,60,185,798
By Month,2020,10,6,Arkansas,Total - All Places of Death,65-74 years,131,0,112,75,168,716
By Month,2020,10,6,Arkansas,Total - All Places of Death,75-84 years,185,5,147,92,242,899
By Month,2020,10,6,Arkansas,Total - All Places of Death,85 years and over,213,5,146,103,257,938
By Month,2020,11,6,Arkansas,Total - All Places of Death,65-74 years,172,5,129,84,217,805
By Month,2020,11,6,Arkansas,Total - All Places of Death,75-84 years,274,0,157,102,329,977
By Month,2020,11,6,Arkansas,Total - All Places of Death,85 years and over,294,0,152,107,339,1015
By Month,2020,12,6,Arkansas,Total - All Places of Death,65-74 years,249,5,180,131,299,896
By Month,2020,12,6,Arkansas,Total - All Places of Death,75-84 years,339,0,219,169,389,1057
By Month,2020,12,6,Arkansas,Total - All Places of Death,85 years and over,354,5,172,132,394,1102
By Month,2021,1,6,Arkansas,Total - All Places of Death,65-74 years,305,0,212,170,347,978
By Month,2021,1,6,Arkansas,Total - All Places of Death,75-84 years,356,5,228,176,408,1097
By Month,2021,1,6,Arkansas,Total - All Places of Death,85 years and over,308,0,188,134,362,1026
By Month,2021,2,6,Arkansas,Total - All Places of Death,65-74 years,127,5,104,62,170,684
By Month,2021,2,6,Arkansas,Total - All Places of Death,75-84 years,150,5,125,76,200,846
By Month,2021,2,6,Arkansas,Total - All Places of Death,85 years and over,101,0,101,59,143,760
By Month,2021,3,6,Arkansas,Total - All Places of Death,65-74 years,60,0,65,29,96,681
By Month,2021,3,6,Arkansas,Total - All Places of Death,75-84 years,46,0,53,19,80,698
By Month,2021,3,6,Arkansas,Total - All Places of Death,85 years and over,38,0,57,21,74,689
By Month,2021,4,6,Arkansas,Total - All Places of Death,65-74 years,23,0,43,12,54,669
By Month,2021,4,6,Arkansas,Total - All Places of Death,75-84 years,22,0,44,5,57,681
By Month,2021,4,6,Arkansas,Total - All Places of Death,85 years and over,14,0,38,5,47,606
By Month,2021,5,6,Arkansas,Total - All Places of Death,65-74 years,23,0,49,14,58,645
By Month,2021,5,6,Arkansas,Total - All Places of Death,75-84 years,24,0,58,10,72,738
By Month,2021,5,6,Arkansas,Total - All Places of Death,85 years and over,12,0,34,5,42,670
By Month,2021,6,6,Arkansas,Total - All Places of Death,65-74 years,36,0,39,17,58,642
By Month,2021,6,6,Arkansas,Total - All Places of Death,75-84 years,20,0,62,11,71,680
By Month,2021,6,6,Arkansas,Total - All Places of Death,85 years and over,15,0,41,5,49,642
By Month,2021,7,6,Arkansas,Total - All Places of Death,65-74 years,94,0,93,56,131,745
By Month,2021,7,6,Arkansas,Total - All Places of Death,75-84 years,90,5,94,50,134,791
By Month,2021,7,6,Arkansas,Total - All Places of Death,85 years and over,53,0,52,19,86,718
By Month,2021,8,6,Arkansas,Total - All Places of Death,65-74 years,253,5,186,146,293,942
By Month,2021,8,6,Arkansas,Total - All Places of Death,75-84 years,191,5,146,110,228,922
By Month,2021,8,6,Arkansas,Total - All Places of Death,85 years and over,116,0,92,58,150,794
By Month,2021,9,6,Arkansas,Total - All Places of Death,65-74 years,191,0,142,108,225,808
By Month,2021,9,6,Arkansas,Total - All Places of Death,75-84 years,149,5,134,90,194,812
By Month,2021,9,6,Arkansas,Total - All Places of Death,85 years and over,80,0,73,32,121,736
By Month,2021,10,6,Arkansas,Total - All Places of Death,65-74 years,109,0,109,70,148,804
By Month,2021,10,6,Arkansas,Total - All Places of Death,75-84 years,82,5,98,44,138,838
By Month,2021,10,6,Arkansas,Total - All Places of Death,85 years and over,58,0,62,29,91,753
By Month,2021,11,6,Arkansas,Total - All Places of Death,65-74 years,53,0,69,29,93,638
By Month,2021,11,6,Arkansas,Total - All Places of Death,75-84 years,59,5,73,28,105,850
By Month,2021,11,6,Arkansas,Total - All Places of Death,85 years and over,35,0,68,17,86,753
By Month,2021,12,6,Arkansas,Total - All Places of Death,65-74 years,105,0,122,68,159,838
By Month,2021,12,6,Arkansas,Total - All Places of Death,75-84 years,88,0,113,49,152,890
By Month,2021,12,6,Arkansas,Total - All Places of Death,85 years and over,54,0,77,20,111,796
By Month,2022,1,6,Arkansas,Total - All Places of Death,65-74 years,212,5,160,109,264,923
By Month,2022,1,6,Arkansas,Total - All Places of Death,75-84 years,237,0,157,101,293,1028
By Month,2022,1,6,Arkansas,Total - All Places of Death,85 years and over,139,5,114,61,195,914
By Month,2022,2,6,Arkansas,Total - All Places of Death,65-74 years,202,0,153,114,241,773
By Month,2022,2,6,Arkansas,Total - All Places of Death,75-84 years,242,0,175,127,290,960
By Month,2022,2,6,Arkansas,Total - All Places of Death,85 years and over,159,5,105,59,207,854
By Month,2022,3,6,Arkansas,Total - All Places of Death,65-74 years,60,5,71,33,99,726
By Month,2022,3,6,Arkansas,Total - All Places of Death,75-84 years,64,5,66,28,103,826
By Month,2022,3,6,Arkansas,Total - All Places of Death,85 years and over,43,5,53,18,81,723
By Month,2022,4,6,Arkansas,Total - All Places of Death,65-74 years,12,5,49,5,58,634
By Month,2022,4,6,Arkansas,Total - All Places of Death,75-84 years,17,0,55,5,68,751
By Month,2022,4,6,Arkansas,Total - All Places of Death,85 years and over,11,5,40,5,50,643
By Month,2022,5,6,Arkansas,Total - All Places of Death,65-74 years,11,5,56,5,62,652
By Month,2022,5,6,Arkansas,Total - All Places of Death,75-84 years,11,0,44,5,53,753
By Month,2022,5,6,Arkansas,Total - All Places of Death,85 years and over,13,5,37,5,48,654
By Month,2022,6,6,Arkansas,Total - All Places of Death,65-74 years,16,0,30,5,43,620
By Month,2022,6,6,Arkansas,Total - All Places of Death,75-84 years,18,0,60,5,72,800
By Month,2022,6,6,Arkansas,Total - All Places of Death,85 years and over,18,0,46,5,58,686
By Month,2022,7,6,Arkansas,Total - All Places of Death,65-74 years,27,0,43,5,62,665
By Month,2022,7,6,Arkansas,Total - All Places of Death,75-84 years,42,0,57,21,78,757
By Month,2022,7,6,Arkansas,Total - All Places of Death,85 years and over,52,5,53,18,87,666
By Month,2022,8,6,Arkansas,Total - All Places of Death,65-74 years,31,0,39,11,59,628
By Month,2022,8,6,Arkansas,Total - All Places of Death,75-84 years,69,5,60,23,107,767
By Month,2022,8,6,Arkansas,Total - All Places of Death,85 years and over,45,0,48,16,77,703
By Month,2022,9,6,Arkansas,Total - All Places of Death,65-74 years,29,0,33,5,53,627
By Month,2022,9,6,Arkansas,Total - All Places of Death,75-84 years,46,0,55,13,88,787
By Month,2022,9,6,Arkansas,Total - All Places of Death,85 years and over,53,0,49,13,89,719
By Month,2022,10,6,Arkansas,Total - All Places of Death,65-74 years,26,5,51,12,67,672
By Month,2022,10,6,Arkansas,Total - All Places of Death,75-84 years,26,5,55,5,77,849
By Month,2022,10,6,Arkansas,Total - All Places of Death,85 years and over,33,5,51,5,78,740
By Month,2022,11,6,Arkansas,Total - All Places of Death,65-74 years,21,5,58,5,78,680
By Month,2022,11,6,Arkansas,Total - All Places of Death,75-84 years,26,10,63,5,90,846
By Month,2022,11,6,Arkansas,Total - All Places of Death,85 years and over,29,5,49,11,74,716
By Month,2022,12,6,Arkansas,Total - All Places of Death,65-74 years,25,12,62,12,87,767
By Month,2022,12,6,Arkansas,Total - All Places of Death,75-84 years,46,12,94,19,131,931
By Month,2022,12,6,Arkansas,Total - All Places of Death,85 years and over,44,13,67,13,111,816
By Month,2023,1,6,Arkansas,Total - All Places of Death,65-74 years,37,5,66,12,97,732
By Month,2023,1,6,Arkansas,Total - All Places of Death,75-84 years,54,5,79,15,121,916
By Month,2023,1,6,Arkansas,Total - All Places of Death,85 years and over,53,5,71,21,104,805
By Month,2023,2,6,Arkansas,Total - All Places of Death,65-74 years,16,5,42,5,51,636
By Month,2023,2,6,Arkansas,Total - All Places of Death,75-84 years,34,0,64,5,91,773
By Month,2023,2,6,Arkansas,Total - All Places of Death,85 years and over,26,5,51,13,65,686
By Month,2023,3,6,Arkansas,Total - All Places of Death,65-74 years,5,0,45,5,48,643
By Month,2023,3,6,Arkansas,Total - All Places of Death,75-84 years,12,5,52,5,62,831
By Month,2023,3,6,Arkansas,Total - All Places of Death,85 years and over,19,0,52,5,65,754
By Month,2023,4,6,Arkansas,Total - All Places of Death,65-74 years,5,0,21,5,26,457
By Month,2023,4,6,Arkansas,Total - All Places of Death,75-84 years,5,0,42,5,49,550
By Month,2023,4,6,Arkansas,Total - All Places of Death,85 years and over,10,5,40,5,48,521
By Month,2020,1,9,California,Total - All Places of Death,65-74 years,5,49,395,5,444,4794
By Month,2020,1,9,California,Total - All Places of Death,75-84 years,0,45,517,0,562,5867
By Month,2020,1,9,California,Total - All Places of Death,85 years and over,0,58,711,0,769,8675
By Month,2020,2,9,California,Total - All Places of Death,65-74 years,5,55,346,0,402,4437
By Month,2020,2,9,California,Total - All Places of Death,75-84 years,0,70,484,0,554,5556
By Month,2020,2,9,California,Total - All Places of Death,85 years and over,0,53,664,0,717,7870
By Month,2020,3,9,California,Total - All Places of Death,65-74 years,68,42,425,31,504,4707
By Month,2020,3,9,California,Total - All Places of Death,75-84 years,74,34,581,46,643,5893
By Month,2020,3,9,California,Total - All Places of Death,85 years and over,64,44,804,37,875,8244
By Month,2020,4,9,California,Total - All Places of Death,65-74 years,379,5,594,222,755,4765
By Month,2020,4,9,California,Total - All Places of Death,75-84 years,533,10,791,327,1007,6025
By Month,2020,4,9,California,Total - All Places of Death,85 years and over,671,5,928,382,1221,8385
By Month,2020,5,9,California,Total - All Places of Death,65-74 years,478,5,557,272,764,4719
By Month,2020,5,9,California,Total - All Places of Death,75-84 years,519,5,656,289,887,5605
By Month,2020,5,9,California,Total - All Places of Death,85 years and over,742,5,825,382,1186,8101
By Month,2020,6,9,California,Total - All Places of Death,65-74 years,436,5,490,247,681,4431
By Month,2020,6,9,California,Total - All Places of Death,75-84 years,488,0,596,281,803,5468
By Month,2020,6,9,California,Total - All Places of Death,85 years and over,569,5,654,255,969,7500
By Month,2020,7,9,California,Total - All Places of Death,65-74 years,914,5,809,534,1189,5234
By Month,2020,7,9,California,Total - All Places of Death,75-84 years,868,0,821,477,1212,6135
By Month,2020,7,9,California,Total - All Places of Death,85 years and over,932,0,865,468,1329,8263
By Month,2020,8,9,California,Total - All Places of Death,65-74 years,834,0,788,532,1090,5211
By Month,2020,8,9,California,Total - All Places of Death,75-84 years,892,5,845,519,1219,6190
By Month,2020,8,9,California,Total - All Places of Death,85 years and over,977,0,848,481,1344,8350
By Month,2020,9,9,California,Total - All Places of Death,65-74 years,466,0,529,284,711,4667
By Month,2020,9,9,California,Total - All Places of Death,75-84 years,457,0,561,250,768,5489
By Month,2020,9,9,California,Total - All Places of Death,85 years and over,556,0,647,280,923,7590
By Month,2020,10,9,California,Total - All Places of Death,65-74 years,311,0,450,177,584,4634
